id$Name$Adress$Horari$Telèfon$Email$Web
1$Associació Catalana per la Pau$Via Laietana, 16, 1er 08003 Barcelona$10 a 14 hores i 16 a 19 hores, de dilluns a divendres$933 188 444$info@acpau.org$http://www.acpau.org
157$Fundació Centre Obert Joan Salvador Gavina$Carrer Nou de la Rambla, 39-41, baixos 08001 Barcelona$De dilluns a divendres de 9 a 20 h$934 426 683$administracio@fgavina.org$http://www.fgavina.org/
158$Federació de Persones Sordes de Catalunya - FESOCA$Carrer de Pere Vergés, 1, 7a planta 08020 Barcelona$932 781 842$joventut@fesoca.org$No email found$No web found
160$Casal de Sords de Barcelona$C/ Casp 159-161, local 1 08013 Barcelona$Oficina de dilluns a divendres de 9 a 14 h.$932 289 804$casaldesordsdebarcelona@gmail.com$http://casalsordscsb.blogspot.com/
161$Amics de la Gent Gran$Carrer d'En Grassot, 3, 1a planta 08025 Barcelona$diversos$932 076 773$info@amicsdelagentgran.org$http://www.amicsdelagentgran.org
164$Fundació privada Taller de músics$Carrer de Requesens, 3-5 08001 Barcelona$934 434 346$fundacio@tallerdemusics.com$No email found$No web found
165$$València, 435, 1r 1a 08013 Barcelona$Sense horari especificat$No phone found$No email found$No web found
167$Fundació La Roda d'Accions Culturals i del Lleure$Carrer de la Sèquia, 9-11, baixos 08003 Barcelona$De dilluns a dijous de 9 a 17 h, divendres de 9 a 14 h$934 147 201$administracio@fundaciolaroda.cat$http://www.fundaciolaroda.cat
168$$Joncar, 35-37 08005 Barcelona$https://gegantsp9.wordpress.com/$No phone found$No email found$No web found
169$Esplai Movi Poblenou$Carrer de Pujades, 210 08005 Barcelona$Dissabtes de 16.30 a 19 h$666 687 486$esplaimovipoblenou@gmail.com$http://esplaimovi.org/
170$MIJAC La Pau$Carrer del Concili de Trento, 299 08020 Barcelona$Dissabtes 11 a 13h$633 035 240$mijac.lapau@gmail.com$http://www.mijaccb.org/bcn/
171$Associació Diomira$Carrer de Vilamarí, 54, baixos 08015 Barcelona$De dilluns a divendres, de 9.30 h a 14 h$934 254 823$diomira@diomira.net$http://www.diomira.org/
172$Escoltes Catalans$Carrer de la Mare de Déu del Pilar, 18 08003 Barcelona$De dilluns a divendres de 10 a 14 h i de 17 a 20 h$932 689 110$ec@escoltes.org$https://www.escoltes.org/
173$Esplai Xiroia$Carrer de Begur, 8 08028 Barcelona$Els podeu trobar els dissabtes d'11h a 13:30h.$665 864 146$esplaixiroia@gmail.com$http://www.xiroia.cat/
174$Recursos d'Animació Intercultural$Carrer dels Carders, 12, principal 08003 Barcelona$De dilluns a divendres de 9 a 14 h.$932 681 321$rai-coordinacio@raiassociacio.org$https://raiassociacio.org/ca/
175$Esplai Sant Paulí$Carrer d'Alfons el Magnànim, 125 08019 Barcelona$Dimarts de 18 a 20 h i dissabtes de 17 a 19 h$622 333 717$e.santpauli@gmail.com$No web found
176$Consell de la Joventut d'Horta-Guinardó - CJD7$Plaça d'Eivissa, 17, Ppal, 1a 08031 Barcelona$De dilluns a dijous de 17 a 21 h.$652 772 084$cjd7@cjd7.org$http://www.cjd7.org
177$Consell Nacional de la Joventut de Catalunya - CNJC$Pl. de Cardona, 1-2, 1r 1a 08006 Barcelona$De dilluns a dijous de 10 a 14 h i de 16 a 19.30 h. Divendres de 9 a 14 h.$681608313$consell@cnjc.cat$https://www.cnjc.cat/ca
178$Grup Jove del Casal Lambda$Av. del Marquès de l'Argentera, 22 08003 Barcelona$Ens reunim cada dissabte, a partir de les 17:30 h a la seu del Casal Lambda.$933 195 550$joves@lambda.cat$http://lambda.cat/grup-de-joves/
179$Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta$Sants, 79 08014 Barcelona$De dilluns a divendres: de 9 a 14 h. De dilluns a dijous: de 16.30 a 19.00 h$932 918 701$info@secretariat.cat$http://www.secretariat.cat/
180$Joves de la USOC - Unió Sindical Obrera de Catalunya$Sant Rafael, 38-42 baixos 08001 Barcelona$Sense horari fix$933 298 111$joves@usoc.cat$https://usoc.cat/tema/joves-usoc/
181$Fundació Comtal$Carrer del Forn de la Fonda, 5, baixos 08003 Barcelona$933 199 855$comtal@comtal.org$No email found$No web found
182$Esplai Ilargia$Carrer de Copèrnic, 84 08006 Barcelona$Dissabte de les 16.30 fins les 19.00 h$-$esplai.ilargia@gmail.com$http://esplaiilargia.com/
183$Esplai Movi de Sarrià$Carrer de Jaume Piquet, 23 08017 Barcelona$Dissabtes de 17 a 19 h$680 637 120$movidesarria@gmail.com$http://movidesarria.cat/
184$Fundació Pere Mitjans$Rambla de Prim, 31 - 37, baixos 08019 Barcelona$932 662 023$fpmitjans@fpmitjans.org$No email found$No web found
185$Esplai SCV el Clot$Carrer del Concili de Trento, 35 08018 Barcelona$Dissabtes de 16:30 a 19:30$932 319 580$esplaiscvclot@gmail.com$https://esplaiscvclot.wixsite.com/esplaiscvelclot
186$Esplai Kasperle$Carrer de Sant Antoni Maria Claret, 247 08041 Barcelona$Es troben cada dissabte de 17 a 19 h als patis del CEIP Balmanya$717 191 029$esplaikasperle@gmail.com$https://www.esplaikasperle.com/
187$Centre Juvenil Sant Andreu$Carrer del Segre, 35 08030 Barcelona$Divendres i dissabtes de 17 h a 20.30 h$931 182 797$cjsantandreu@salesianas.org$No web found
188$Centre Juvenil Salesià Meridiana$Pl. Ferran Reyes, 2 08027 Barcelona$Sense horari especificat$No phone found$No email found$No web found
189$JOC$Carrer Tapioles, 10, 1r pis 08004 Barcelona$http://www.facebook.com/joc.nacional$No phone found$No email found$No web found
190$Esplai Sant Isidor$Carrer d'Entença, 198, L'Eixample, 08029 Barcelona, España 08029 Barcelona$Dissabtes 16:30 a 19:00$-$esplaisantisidor@gmail.com$https://esplaisantisidor.wixsite.com/esplai
191$Esplai del Pi$Carrer del Cardenal Casañas, 16 08002 Barcelona$Dissabtes de 16.30 a 19.30 h$601 204 612$esplaidelpi@gmail.com$http://esplaidelpi.blogspot.com.es/
192$Esplai Natzaret$Travessera de les Corts, 331 08029 Barcelona$Secretaria: Divendres de 17 a 19 h | Esplai: Dissabtes de 16.30 a 19 h$-$esplainatzaret@gmail.com$https://esplainatzaret.net/
193$Esplai Grup de Gent$Carrer del Comte Borrell, 307 08029 Barcelona$Dissabte de 16.30 a 19$-$grupdegent@hotmail.com$http://grupdegent.wixsite.com/esplaigrupdegent?fbclid=IwAR1qtZ9UO73BWgVQOCrd50dBk9Zid76TehV66A4eKdJdWX-VhF2B-bwtfGU
194$Casal de Joves Guineueta$Plaça de Ca N'Ensenya, 4 08042 Barcelona$de dilluns a divendres de 17 h a 22 h$933 594 000$casaldejoves@gmail.com$http://cjguineueta.wordpress.com/
195$Esplai Guineueta$Pl. Ca n'Ensenya, 4 08042 Barcelona$Els dissabtes de 17 a 19 h.$933 594 000$esplaiguineueta@gmail.com$https://esplaiguineueta.wordpress.com/
196$$Arenys, 65 08035 Barcelona$Sense horari especificat$No phone found$No email found$No web found
197$Associació Esclat$Carrer de Guitard, 80 08014 Barcelona$Flexible de 9 a 20 h i caps de setmana.$934 501 150$info@associacioesclat.com$http://www.associacioesclat.com/
198$Coordinadora de Rock de Sarrià$Carrer d'Eduardo Conde, 22-42 08034 Barcelona$Dimecres de 17 a 19 h$932 562 720$rocksarria@gmail.com$No web found
199$Voluntaris 2000$Av. Cardenal Vidal i Barraquer, 30 08025 Barcelona$De dilluns a divendres de 17 a 21 h$932 564 088$info@voluntaris2000.org$http://www.voluntaris2000.org
200$Centre d'Esplai Sant Ildefons$Carrer dels Madrazo, 92 08021 Barcelona$Dissabtes a la tarda de 16 a 19 h$932 097 363$esplaisantildefons@gmail.com$https://www.esplaisantildefons.com/
201$Esplai Sant Jordi$Carrer del Torrent del Remei, 2-10 08023 Barcelona$Dissabtes de 16:30 a 19 h$-$esplaisantjordi@esplaisantjordi.org$http://www.esplaisantjordi.org/
202$Esplai la Gralla$Av. de la Mare de Déu de Montserrat, 34-40 08024 Barcelona$Pots trobar-nos els divendres de 17.30 a 19 h o bé els dissabtes de 17 a 20 h.$932 199 010$celagralla@hotmail.com$https://cesplailagralla.weeblysite.com/
203$CE - Arc Iris$Carrer Bergnes de las Casas, s/n 08025 Barcelona$Dissabtes de 10 a 13 h$-$esplaiarcoiris@hotmail.com$https://esplaiarcoiris.wixsite.com/esplaiarciris
204$Grup Caliu - Iniciatives Socials$Carrer de Pàdua, 30, baixos 08023 Barcelona$Entre setmana i caps de setmana$932 372 716$grupcaliu@yahoo.es$http://grupcaliu.cat/
205$Esplai Josepets$Pl. de Lesseps, 25 08023 Barcelona$Dissabtes de 16 a 19 h, sortides una vegada al mes, campaments a l'estiu$608 900 425$esplaijosepets@gmail.com$http://esplaijosepets.cat/
206$AAVV Can Baró$Josep Serrano, 59 - Escola Pirineus 08024 Barcelona$De dilluns a divendres de 18 a 21h$932 199 224$avvcanbaro@gmail.com$http://www.bcn.cat/barcelonainclusiva/es/fitxa_associacio_de_veins_i_veines_de_can_baro__61.html
208$Banda i Majorets Triangle de Sants$Carrer d'Alcolea, 147 08014 Barcelona$De 19 a 21 h$609344480$bim@triangledesants.com$http://www.triangledesants.cat/
209$$Vilareal, 7-9 08033 Barcelona$Sense horari especificat$No phone found$No email found$No web found
210$AJMACOR Immaculada$Carrer de València, 370 08009 Barcelona$Dissabtes al matí (durant el període de curs escolar)$934 582 904$ajmacor.imma@maristes.cat$http://www.fajmacor.org/immaculada/
211$AJMACOR Sants  Les Corts$Carrer del Vallespir, 162 08014 Barcelona$De dilluns a divendres de 15.30 a 18.30 h$934 908 625$ajmacorslc@gmail.com$http://www.fajmacor.org/santslescorts/
212$Federació dAssociacions Juvenils Mà Oberta / Cor Obert de Catalunya$Carrer del Vallespir, 160 08014 Barcelona$Dilluns a divendres 9.30 a 13.30 h - de 15.30  a 17.30 h$934 902 005$fajmacor@maristes.cat$http://www.fajmacor.org/
213$Esplai El Drop$Carrer de la Riera d'Horta, 51 bis 08027 Barcelona$Dissabtes de 16.30 a 19.00 h$932 430 133$esplaieldrop@gmail.com$http://eldrop.org/
214$$Nou Pins, 76  3er 1ª 08016 Barcelona$Sense horari especificat$No phone found$No email found$No web found
215$Esplai Sant Pacià$Sòcrates, 43,  Bxos. 08030 Barcelona$Dissabtes de 5 a 7 i excursions de cap de setmana$933 466 554$esplaisantpacia@gmail.com$https://esplaisantpacia.wixsite.com/cesp
216$AEiG Pau Casals$Carrer de Berenguer de Palou, 64-66 (La Torre de la Sagrera) 08027 Barcelona$Dissabte de 16.30 a 19.20 h$933 403 450$paucasals@escoltesiguies.cat$https://sites.google.com/view/aeigpaucasals/inici
217$Esplai Matinada - Pòrtics$C/ Gran de Gràcia, 190-192 08012 Barcelona$Dissabtes de 16:30h a 19:30h.$-$secretariamatinadaportics@gmail.com$https://www.esplaimatinadaportics.org/
218$FCEC$Via Laietana, 54 2on despatx 213 08003 Barcelona$932 680 668$fcec@fcec.cat$No email found$No web found
219$Esplai Totikap$Av. de Mistral, 30 08015 Barcelona$Dissabtes de 17 a 19.30 h$-$totikap@gmail.com$http://www.totikap.com/
220$Esplai Turons$Carrer de la Dàlia, 14 08004 Barcelona$Dissabtes de 10 a 13 h$-$esplaiturons@gmail.com$http://esplaiturons.blogspot.com.es/
221$Colla del Drac de Poblenou$Carrer del Joncar, 35 08005 Barcelona$De dilluns a divendres de 17.30 a 21 h$629 111 946$infodrac@dracpoblenou.cat$http://www.dracpoblenou.cat/
222$Colla de Bruixes i Diables del Bon Pastor$Carrer Arbeca (la Llosa) (6,92 km) 08033 Barcelona$De diluns a divendres a partir de les 19 h.$658 829 648$elsdiablesdenmutanas@outlook.es$http://www.fembonpastor.cat/joves/bruixes-i-diables/
223$Colla de Diables i Diablesses de la Barceloneta$Conreria, 1-9 08003 Barcelona$Sense horari fix$686 182 198$diablesbarceloneta@gmail.com$http://www.diablesdelabarceloneta.blogspot.com.es/
224$Joventut Comunista de Catalunya - JCC$Carrer de Liuva, 39, porta 2 08030 Barcelona$Matí$635 684 761$jccatalunya@gmail.com$https://joventutcomunista.cat/
226$CJT$Sant Antoni Abat, 54 baixos 08001 Barcelona$comcjt@coloniesjorditurull.org$http://www.coloniesjorditurull.org/$No email found$No web found
227$Esplai GMM$Plaça del Nord, 7-10 08024 Barcelona$Dissabtes de 16.30 a 19 h$932 183 372$esplaigmm@gmail.com$https://esplaigmm1939.wordpress.com/
228$AEiG Lluïsos de Gràcia$Plaça del Nord, 7-10 08024 Barcelona$Dissabtes de 16.30 a 19 h$932 183 372$lluisosdegracia@escoltesiguies.cat$https://aelluisosdegracia.wordpress.com/
229$Esplai Abat Cassia$Sors, 30 Baixos 08024 Barcelona$Dissabtes de 17 a 19.30 h$-$esplaicassia@gmail.com$http://www.esplaicassia.com
230$Casal Corpus Grup de Teatre$Carrer de Bailèn, 175, baixos 08037 Barcelona$De dilluns a divendres de 19 a 22 h$-$comunicacio@teatrecorpus.cat$http://blocs.xarxanet.org/teatrecorpus/
231$Unió Excursionista de Catalunya - UEC Gràcia$Encarnació, 131-133, baixos 08025 Barcelona$De dilluns a divendres de 19 h a 21 h$932 853 454$info@uecgracia.cat$http://www.uecgracia.cat/
232$Esplai Espurna de Gràcia$C/ Gran de Gràcia, 190, Gràcia 08012 Barcelona$-$628592013$espurnadegracia@gmail.com$No web found
233$AE Ramon Llull$Carrer de Ros de Olano 6, 2n 08012 Barcelona$Fem cau cada dissabte de 17 a 20 h de la tarda!$932 371 657$aeramonllull@agrupaments.escoltes.org$No web found
234$El Centre Gràcia$C/ de Ros de Olano, 9 08012 Barcelona$de 10:30-13:30 i de 16:30 a 19:30$932181964$elcentre@elcentregracia.cat$http://elcentregracia.cat/
235$Esplai l'Estel$Sant Antoni Maria Claret, 45-47 08025 Barcelona$Dissabtes 16h-17h fins a les 19:30. I un cap de setmana al més una excursió de dissabte i diumenge.$934 584 563$esplai.esplaiestel@gmail.com$http://www.esplaiestel.com
236$Esplai Al Vent$Carrer de Pedrell, 67 08032 Barcelona$Dissabtes quinzenalment$645 705 189$coordinacio@oratgeassociacio.com$https://www.associaciooratge.com/esplai-al-vent-per-infants-amb-nee
237$$Ripollès, 60 08026 Barcelona$https://www.fundacioginesta.org/$No phone found$No email found$No web found
238$Esplai Sant Josep de Calassanç$C/ de Sant Quintí, 16 08026 Barcelona$Dissabtes de 16 a 19 h$600384240$esplaisjc@gmail.com$http://www.esplaisjc.cat
239$JOCI - Joves Cap a la Integració de les Persones amb Discapacitat$Gran Via de les Corts Catalanes, 562, pral. 2a 08011 Barcelona$psicojoci@gmail.com$https://associaciojoci.wordpress.com/inici/$No email found$No web found
240$SOS Racisme$Rambla Santa Mònica, 10, 1r pis 08002 Barcelona$De dilluns a dijous de 10 h a 14 h i de 16 h a 20 h. Divendres de 10 h a 14 h.$934 120 034$sosracisme@sosracisme.org$http://www.sosracisme.org/
241$CONSUM REBEL$Rambla Santa mónica, 10 08002 Barcelona$http://www.consumidors.org/$No phone found$No email found$No web found
242$Federació ACAPS$Carrer Pere Vergés 1, planta 10 dptx 14 08020 Barcelona$Només fem atenció telefònica, no presencial.$619 614 938$federacio@acaps.cat$http://www.acaps.cat
243$Federació Catalana de Voluntariat Social - FCVS$Carrer d'En Grassot, 3, 2a planta 08025 Barcelona$Dilluns, dimarts i dijous de 9 a 14 h i de 15 a 17 h. Dimecres de 9 a 14 h i de 15 a 19 h. Divendres de 9 a 14 h (tardes només atenció telefònica excepte entrevista concertada)$933 141 900$barcelona@voluntaris.cat$http://www.voluntaris.cat
244$$Rambla Badal 121, Planta baixa 08028 Barcelona$L'objectiu de l'entitat és la lluita contra tot tipus de discriminació i per reforçar els valors essencials de la llibertat, solidaritat, la tolerancia i la igualtat en la diversitat. Aquesta lluita contra el racisme no és unicament un problema cultural; és també un esforç per eliminar les causes estructurals de l'emigració: la pobreza, la marginalitat, la falta de desenvolupament dels països, la inexistència de possibilitats, ...$No phone found$No email found$No web found
246$Grups Juvenils Evangèlics$Verdi, 191 08012 Barcelona$932 171 037$grupsjuvenils@hotmail.com$No email found$No web found
247$AEiG Damián de Veuster$Passeig de la Reina Elisenda de Montcada, 18, bis 08034 Barcelona$Dissabte de 16 a 19.30 h$933 403 450$damiandeveuster@escoltesiguies.cat$http://damiandeveuster.wordpress.com/
248$Azimut - Moviment Educatiu dExcursionisme en el Temps Lliure Infantil i Juvenil de Catalunya$La Rambla, 41, pral. 08002 Barcelona$De 9 -14 i de 17-21 excpte dv tarda$934 120 777$azimut@feec.cat$http://movimentazimut.blogspot.com/
249$Esplai La Sagrera$Plaça dels Jardins d'Elx 08027 Barcelona$Dissabtes de 16:30 a 19:00$-$esplailasagrera@gmail.com$http://www.esplailasagrera.com/
250$VOLS$Pl. d'Artós, 4 08017 Barcelona$De dilluns a divendres de 10 a 16 h$932 065 910$vols@ongvols.org$http://www.ongvols.org/
252$El Lokal$Carrer de la Cera, 1, bis 08001 Barcelona$De dilluns a divendres de 10 a 14 h. De dilluns a dissabte de 17 a 21 h.$933 290 643$ellokal@ellokal.org$http://www.ellokal.org/
253$Ràdio RSK$Fabra i Puig, 274 08031 Barcelona$Sense horari fix$934 206 651$radiorsk@gmail.com$http://www.radiorsk.info/
254$Assemblea ETSEIB - El Pati Nou$Diagonal, 647, Edifici H, porta 4 08028 Barcelona$De dilluns a divendres de 9 a 19 h$934 016 540$assemblea.etseib.upc@gmail.com$http://assembleaetseib.cat/assembleaetseib/
255$Amics de la bici$Carrer de Demòstenes, 19 08028 Barcelona$Dimarts i dijous de 20 a 22 h$933 394 060$info@amicsdelabici.org$http://www.amicsdelabici.org/
256$Colla de diables Guspires de Sants$Can Batlló, Carrer de la Constitució, 25 08014 Barcelona$Sense horari fix$626 551 569$guspiresdesants@gmail.com$http://diablesdesants.blogspot.com/
257$$Ptge. Vapor Vell, 7 08028 Barcelona$http://www.escolabarrufet.cat$No phone found$No email found$No web found
258$Xemeneia Amunt$Carrer de Blasco de Garay, 40 08004 Barcelona$Dilluns a divendres  partir de les 17 hores.$615 022 234$xemeneia.amunt@gmail.com$http://coralxemeneiaamunt.blogspot.com.es
259$Grup de foc de Nou Barris$Carrer de la Fosca, 2 08042 Barcelona$Sense horari fix$933 539 516$grupfoc.9barris@gmail.com$http://grupdefoc9barris.blogspot.com.es/
260$Coordinadora d'Entitats de la Guineueta$Plaça de Ca N'Ensenya, 4 08042 Barcelona$Diversos$933 594 000$lamasiadelaguineueta@gmail.com$https://lamasiadelaguineueta.wordpress.com/
261$Federació Catalana d'Escoltisme i Guiatge (FCEG)$Carrer de la Mare de Déu del Pilar, 1-8 08003 Barcelona$14h a 19h$722 784 059$fceg@fceg.cat$http://www.fceg.cat
262$Esplai Isard - Flor de Neu$Carrer de Feliu i Codina, 20-22 08031 Barcelona$Dissabtes de 16.30 h a 19.30 h$631 001 677$isardflo@gmail.com$http://isardflordeneu.blogspot.com/
263$Centre cristià dels universitaris$Carrer de Villarroel, 81 08011 Barcelona$Dilluns i dimecres de 10h a 20h, dimarts, dijous i divendres de 10h a 14h$933 233 368$ccu@dpuniversitaria.org$http://www.universitaties.cat/
264$Federació d'Ateneus de Catalunya$Plaça Victor Balaguer, 5 1r 08003 Barcelona$De 9 a 14 h i de 16 a 20 h$932 688 130$ateneus@ateneus.cat$http://www.ateneus.cat/
265$Coral Arquitectura de la UPC$Av. Diagonal, 649 08028 Barcelona$Dimecres de 20.30 h a 22.30 h$934 016 352$coral.arquitectura@upc.edu$http://.www.coralarquitectura.cat
266$Colla de Diables del Clot$Avinguda Meridiana, 97 08026 Barcelona$Sense horari fix$932 453 990$colla@diablesdelclot.cat$https://diablesdelclot.cat/
267$Colla de Diables de Poblenou$Carrer de Pallars, 277 08005 Barcelona$Sense horari fix$667 071 689$xori1501@hotmail.com$http://diablespoblenou.wix.com/inici
268$Diables de la Verneda i Guspires de Sant Marti$Doctor Zamenhof, 23, baixos 08020 Barcelona$Diumenges de 9 a 17 h$933 073 550$diablesdelaverneda@gmail.com$http://www.diablesdelaverneda.cat/
269$Avalot - Joves de la UGT de Catalunya$Plaça de Vázquez Montalbán 4, baixos 08001 Barcelona$De 9 a 18 h$933 046 818$avalot@catalunya.ugt.org$http://www.avalot.cat
270$A.S. Mas Guinardó - 31$Plaça de Salvador Riera, 2 08041 Barcelona$Els caps de setmana$-$asmg31@gmail.com$http://www.asmg31.com
271$AEiG Salvador Espriu$Petrarca, 52 08031 Barcelona$Dissabtes de 17 a 20 h$-$salvadorespriu@escoltesiguies.com$No web found
272$$Oblit, 24 08030 Barcelona$Sense horari especificat$No phone found$No email found$No web found
273$Esplai Peque-Festa$Carrer del Santuari, 116 08032 Barcelona$Dissabtes de 16.30 a 19 h$650 568 002$pequefesta@gmail.com$No web found
274$Esplai Trencaclosques$Carrer de Petrarca, 52 08031 Barcelona$Dissabtes de 10.30 a 13.30 h$934 292 276$etrencaclosques@gmail.com$No web found
275$Joves Loiola - Casal Loiola$Carrer de Balmes, 138, 1r 2a 08008 Barcelona$De 9h a 14h i de 17h a 22h$934156434$info@casalloiola.org$www.casalloiola.org
276$Fundació IBN Batutta$Carrer de Sant Pau, 82 08001 Barcelona$De dilluns a divendres de 10 a 14 h i de 15 a 18 h$933 293 054$info@fundacioibnbattuta.org$https://www.fundacioibnbattuta.org/?lang=es
277$Centre Juvenil Sagrada Família$Carrer de Sardenya, 318 08013 Barcelona$Dissabtes de 10 a 13h$610 604 749$colonieskt@gmail.com$https://catesafa.wixsite.com/catesafa
278$Grup d'Advocacia Jove de Barcelona - GAJ Barcelona$Mallorca, 283 08037 Barcelona$Sense horari fix$934 961 880$advocatsjoves@icab.cat$https://www.icab.cat/ca/colegi/comissions-i-seccions/comite/Grup-de-lAdvocacia-Jove-GAJ/
279$Agrupació Excursionista de Catalunya - AEC$Padilla, 255-263, 1er 08013 Barcelona$Dilluns a dijous de 18:00 a 20:30 h$933 024 529$aec@aec.cat$https://aec.cat/
280$Esplai del Pare Abraham$Carrer de Jaume Vicens i Vives, 6 08005 Barcelona$Dissabtes de 16 h a 19.30 h$932 213 434$esplaiabraham@gmail.com$http://esplaiabraham.wixsite.com/inici
281$Fundació ASPACE Catalunya$Tres Pins, 31-35 08038 Barcelona$De dilluns a divendres de 9 h a 17 h.$932 002 534$aspace@aspace.cat$http://aspace.cat/
282$$Cardenal Vives i Tutó, 55 08034 Barcelona$http://www.riells.blogspot.com$No phone found$No email found$No web found
283$Esplai Espurna$Carrer de la Constitució, 19 08014 Barcelona$Dissabte per la tarda de 17 a 20h.$-$esplaiespurna@gmail.com$No web found
284$Ratio - Associació Juvenil de Lleure Pro Persones amb Diversitat Funcional Intel·lectual$Carrer del Ripollès, 54, baixos 08026 Barcelona$De dilluns a divendres de 10 a 14h.$934 556 415$info@ratioassociacio.com$http://www.ratioassociacio.com
285$Esplai Misioneros Aguiluchos$Feliu i Codina, 59 08031 Barcelona$Dissabtes  17:30 a 20 h.$625 361 353$peregazquez@yahoo.es$No web found
286$Coordinadora d'Entitats del Guinardó$Plaça de Salvador Riera, 2 08041 Barcelona$Sense horari fix$655 308 508$coordinadoraguinardo@hotmail.com$http://www.guinardo.net/
287$Colla de Diables de Sant Antoni$Av. de Mistral, 30 08015 Barcelona$Sense horari fix$934 239 354$diablesdesantantoni@hotmail.com$https://diablesdesantantoni.cat/
288$Confederación de Juventudes Musicales de España$Plaça Victor Balaguer 5, 3er 08003 Barcelona$De dilluns a divendres de 10 h a 14 h. De dilluns a dijous de 16 a 20 h.$932 449 050$info@jmspain.org$http://www.jmspain.org/
289$Federació d'Associacions de Veïns de Barcelona - FAVB$Carrer d'Obradors, 6-10 08002 Barcelona$De dilluns a dijous, de 10 a 14 i de 15 a 19 hores. Divendres de 10 a 14 hores.$934 127 600$favb@favb.cat$http://www.favb.cat/
290$BEST$Gran Capità s/n, campus nord UPC, edifici A3, despatx Sot.105 08034 Barcelona$http://www.best.eu.org/$No phone found$No email found$No web found
292$Consell de la Joventut de Barcelona - CJB$Carrer Gran de Gràcia, 190-192, 2a planta 08012 Barcelona$De dilluns a dijous de 10 a 15 h i de 16 a 20 h · Divendres: de 10 a 14 h.$932 654 736$cjb@cjb.cat$http://www.cjb.cat
293$AAUPC$Edifici Til·lers. Planta 2. C. Jordi?Girona,?31 08034 Barcelona$http://alumni.upc.edu/$No phone found$No email found$No web found
294$Coordinadora d'Entitats del Poble Sec$Carrer d'Elkano, 24 08004 Barcelona$De dilluns a divendres de 10 h a 13.30 h i de 14 h a 20 h$933299952$secretaria@poblesec.org$www.poblesec.org
295$SAE$Adolf Florensa, 8 08028 Barcelona$de 9 a 18 h. de dilluns a divendres$933 556 000$sae@ub.edu$http://www.ub.edu/sae
297$Casa Retruco - Solidaritat amb Argentina$Carrer de Vistalegre, 15 08001 Barcelona$dimarts a les 19:30 h$934 434 392$mtdveronbarcelona@yahoo.es$http://casasoli.pangea.org/entidades/retruco.html
298$CASAL$Vista Alegre, 15 baixos 08001 Barcelona$http://www.casalitos.org/$No phone found$No email found$No web found
299$Associació Mediambiental Grodema$Romaní, 6 08042 Barcelona$Dimarts al Centre Ton i Guida de 20 a 21:30h.$696 787 085$grodema91@gmail.com$http://grodema2.wix.com/grodema
300$AV Per la Revitalització del Casc Antic$Carrer del Rec, 27, baixos 08003 Barcelona$dilluns a divendres de 16 a 20h$933 197 565$eacascantic@gmail.com$http://www.sosicascantic.cat
301$Esbart Sant Jordi$Carrer de Provença, 591 08026 Barcelona$934357376$joanra63@gmail.com$No email found$No web found
303$Abraxas Teatre$Carrer de Provença, 591-593 08026 Barcelona$El grup de joves es troba divendres de 19 a 21 h al Foment Martinenc$934 557 095$gtabraxasfm@gmail.com$http://www.abraxas.cat/
304$Club Català Naturisme$Pere Vergés, 1  11è  Despatx 10 08020 Barcelona$Dimecres de 19 a 21 h i divendres de 18 a 21 h$669 289 271$joves@naturisme.cat$https://naturisme.cat/
305$FAVIBC$Ginebra, 40, baixos 08003 Barcelona$http://www.favibc.org$No phone found$No email found$No web found
306$Corals Joves de Catalunya$Via Laietana, 54 08003 Barcelona$Dilluns, dimecres i dijous de 16 a 20 h$933 104 721$cjc@coralsjoves.cat$http://www.coralsjoves.cat/
307$$Palla, 10 bis 08002 Barcelona$Sense horari especificat$No phone found$No email found$No web found
308$Ass Disminuïts Sants-Montjuïc - Projecte Esplai$Ermengarda, 38, baixos 08014 Barcelona$Divendres de 17 a 21h.$934 252 455$info@adsm.cat$http://www.adsm.cat/projecte-esplai/
309$La Satànica de Sant Andreu$Carrer d'Arquímedes, 30 08030 Barcelona$Cada tarda de 17:00 a 21:00h$933542584$secretariasatanica@gmail.com$No web found
310$Colla de Diables Trinifoc$Via Favència, 441-447, local 1 08033 Barcelona$No definit$696 362 510$diablestrinifoc@gmail.com$http://trinifoc.blogspot.com/
311$Colla de Drac, Diables i Gegants de la Sagrera$Carrer de Berenguer de Palou, 64-66 08027 Barcelona$De 10 a 14 h i de 16 a 21.30 h$-$presidencia@dracidiablesdelasagrera.org$http://www.dracidiablesdelasagrera.org
312$Ràdio Trinijove$Carrer Turó de la Trinitat, 17 08033 Barcelona$Sense horari fix$933 456 454$info@radiotrinijove.org$http://radiotrinijove.org/
313$Cordada A.E.E.$Carrer de Sant Adrià, 20 08030 Barcelona$De dilluns a dijous de 10 a 14 h i de 16.30 a 19 h$688 920 377$secretaria@cordada.org$http://www.cordada.org
314$$Vallès, 40 08030 Barcelona$Sense horari especificat$No phone found$No email found$No web found
315$Xino Xano associació de lleure$Passatge Carmen de Burgos, 1 08018 Barcelona$De 9 a 15.30 h (atenció telefònica)$932 317 290$xinoxano.esplai@gmail.com$http://www.xino-xano.org/
